candidate	statistical_status	biological_status	mechanistic_status	experimental_status	LOOCV_status	null_status	external_evidence_status	phase2_decision	decision_reason
neutrophil → Vegfa → Itgb1 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Itga9 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Penk → Mtnr1a → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Itgb1 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Penk → Mrgprb2 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Pdcd1lg2 → Rgmb → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Itgav → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Cd44 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Nrp1 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
fibroblast → Hspg2 → Dag1 → CD8	PASS	PASS	PASS	PASS	FAIL	PASS	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Adam17 → Itgb1 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
T_cell → Col18a1 → Itga11_Itgb1 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Col18a1 → Itgb3 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
NK → Itgav → Thy1 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
T_cell → Col18a1 → Itga1_Itgb1 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
Satb1	FAIL	PASS	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
NK → Tnfsf4 → Tnfrsf4 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Areg → Egfr_Erbb2 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Col18a1 → Itga3 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Cd80 → Cd28 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Il10 → Cd27 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
NK → Ifnk → Ifnar1_Ifnar2 → CD8	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
neutrophil → Vegfa → Nrp2 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Adam17 → Notch1 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
melanoma → Nid1 → Itgb3 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
Stat4	PASS	PASS	PASS	PASS	FAIL	PASS	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
Atf6	PASS	PASS	PASS	PASS	FAIL	PASS	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
NK → H2-Ab1 → Lag3 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
fibroblast → Mfap2 → Notch1 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Grn → Tnfrsf1b → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
neutrophil → Vegfa → Nrp2 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Ephb2 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Grin2b → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Itga9 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Tyro3 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
melanoma → Nid1 → Itgav → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
melanoma → Nid1 → Itgb1 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
monocyte_macrophage → Cd80 → Ctla4 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
neutrophil → Vegfa → Ephb2 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Flt1_Kdr → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Egfr → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Itgav → Thy1 → CD4	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
melanoma → Col4a4 → Cd47 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Grin2b → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Egfr → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Flt1_Kdr → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Vegfa → Tyro3 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
melanoma → Agrn → Itgb1 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Cd80 → Ctla4 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
fibroblast → Hspg2 → Ptprs → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
T_cell → Ntng2 → Lrrc4 → CD4	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
T_cell → Cd28 → Cd86 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Pdcd1lg2 → Pdcd2 → CD4	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
T_cell → Cd28 → Cd80 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
dendritic → Cd72 → Cd5 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
fibroblast → Adam10 → Cd44 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
fibroblast → Col1a2 → Itgav_Itgb8 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
fibroblast → Col1a2 → Cd44 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
Fli1	PASS	PASS	PASS	PASS	FAIL	PASS	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
NK → Gpi1 → Amfr → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
fibroblast → Col1a2 → Itgb3 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Lamc1 → Itga6_Itgb4 → CD4	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Klf4	FAIL	PASS	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
neutrophil → Hdc → Hrh2 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
fibroblast → Col1a2 → Itga1_Itgb1 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
NK → Pkm → Cd44 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
NK → Lgals3bp → Itgb1 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
T_cell → Tgfb1 → Lpp → CD4	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
T_cell → Fam3c → Lamp1 → CD4	PASS	FAIL	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
T_cell → Sertad1 → Ar → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
melanoma → App → Rpsa → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
melanoma → App → Cd74 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
melanoma → App → Notch2 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
melanoma → App → Lrp10 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
melanoma → App → Lrp6 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Gpi1 → Amfr → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
monocyte_macrophage → Cd38 → Pecam1 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
melanoma → Mfge8 → Itgav → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
monocyte_macrophage → Plau → Itgb1 → CD8	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Arf6 → Smap1 → CD8	PASS	FAIL	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
fibroblast → Hspg2 → Ptprs → CD4	PASS	FAIL	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
fibroblast → Col1a2 → Itga3_Itgb1 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
Maff	PASS	PASS	PASS	PASS	FAIL	PASS	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Kitl → Kit → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Kitl → Lrrn3 → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
Irf8	PASS	PASS	PASS	PASS	FAIL	PASS	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
T_cell → Kitl → Epor → CD4	PASS	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
neutrophil → Hdc → Hrh4 → CD8	PASS	FAIL	PASS	PASS	FAIL	PASS	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Klf4	PASS	PASS	PASS	PASS	FAIL	PASS	NOT_ASSESSED	HOLD	plausible but one or more robustness/mechanistic gates remain incomplete
Gm47283	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Gm47283	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Gnaq	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Gnl3	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Gnptab	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Gpd2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Gpd2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Gprin3	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hdac8	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Herc3	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Herc3	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hilpda	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hilpda	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hip1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hist1h1b	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hist1h1b	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hist1h1d	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hist1h1e	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hist1h2ae	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hist1h2ap	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hist1h2ap	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hk2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Hk2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Ifi209	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Ifi27l2a	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Igtp	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Ikzf2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Il12rb2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Il12rb2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Il15ra	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Il18r1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Il18r1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Ipcef1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Ipcef1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Irf4	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Itgav	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Itgav	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Itgb3	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Jaml	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Jaml	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Kat2b	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Kcnq5	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Kdm6b	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Kif11	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Klf2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Klrc1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Klrc2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Klrk1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Klrk1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Lax1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Lax1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Ldlrad4	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Lef1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Lef1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Lilr4b	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Lilr4b	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Lmnb1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Lockd	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mapkapk3	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mctp2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mcu	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mdfic	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mfsd6	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mir155hg	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mir155hg	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mxd1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mxd4	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Mxi1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Myo10	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Myo1f	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
N4bp1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
N4bp1	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Ncoa7	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Nfat5	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Nfat5	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Nfatc2	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Nfkbia	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Nfkbid	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
Nfkbid	FAIL	PASS	PASS	PASS	FAIL	FAIL	NOT_ASSESSED	REJECT	critical biological or statistical gate failed
