TF	lineage	contrast	level_a	level_b	activity_effect_a_minus_b	pvalue	FDR	n_strata	direction_consistency
Epas1	CD4	48h_vs_12h	48	12	-0.14430201408946747	0.6526977562372163	0.8415571792904152	4	0.5
Onecut1	CD4	48h_vs_12h	48	12	-0.021844088688189094	0.6554702782592012	0.8415571792904152	4	0.5
Arid3a	CD4	48h_vs_12h	48	12	0.026008815931493824	0.6827953397427508	0.8692730585800567	4	0.5
Hnf1a	CD4	48h_vs_12h	48	12	0.007891795318087027	0.6811997175089466	0.8692730585800567	4	0.5
Esrra	CD4	48h_vs_12h	48	12	-0.029848917809358697	0.6893278336492566	0.8721148526718064	4	0.75
Klf1	CD4	48h_vs_12h	48	12	-0.12341833271026495	0.6907840417202428	0.8721148526718064	4	0.75
Ets1	CD4	48h_vs_12h	48	12	-0.03895127616216663	0.7160071250422368	0.8890670209583871	4	0.5
Hbp1	CD4	48h_vs_12h	48	12	-0.07525183030656041	0.7135243059639553	0.8890670209583871	4	0.5
Hnf4a	CD4	48h_vs_12h	48	12	-0.21896561031518869	0.7179403060384653	0.8890670209583871	4	0.5
Nfya	CD4	48h_vs_12h	48	12	-0.0038118047364951377	0.7159970907084992	0.8890670209583871	4	0.5
Nr4a1	CD4	48h_vs_12h	48	12	-0.14956478421682978	0.7188825747023262	0.8890670209583871	4	0.5
Pou2f1	CD4	48h_vs_12h	48	12	-0.13849858226601572	0.7246735809670802	0.8925857521667695	4	0.75
Klf3	CD4	48h_vs_12h	48	12	-0.008974448776930826	0.7490208451629974	0.9188393363740414	4	0.5
Fosl2	CD4	48h_vs_12h	48	12	-0.16338618321333584	0.7587188496394605	0.9195672457630261	4	0.5
Nanog	CD4	48h_vs_12h	48	12	0.0020889424252972613	0.757576016270443	0.9195672457630261	4	0.5
Snai2	CD4	48h_vs_12h	48	12	0.018429401708188256	0.7534493798195774	0.9195672457630261	4	0.5
Hoxa9	CD4	48h_vs_12h	48	12	-0.015367869355547412	0.773817358340237	0.9341301178370192	4	0.5
Rarg	CD4	48h_vs_12h	48	12	-0.006450959604885917	0.7885461189933758	0.9468060179211867	4	0.75
Stat5a	CD4	48h_vs_12h	48	12	-0.12919948426250535	0.790567401102509	0.9468060179211867	4	0.5
Gata6	CD4	48h_vs_12h	48	12	-0.11473961753119455	0.7983599263208788	0.9523742428158515	4	0.5
Hes1	CD4	48h_vs_12h	48	12	0.05044279830306497	0.8070582049418653	0.9589750435191576	4	0.75
Ar	CD4	48h_vs_12h	48	12	-0.0035677700183863142	0.837210806413865	0.9673923962328793	4	0.5
Bhlhe40	CD4	48h_vs_12h	48	12	-0.1456419533691214	0.8419636264858505	0.9673923962328793	4	0.5
Cebpa	CD4	48h_vs_12h	48	12	-0.23149602856355722	0.82990365874661	0.9673923962328793	4	0.5
Irf8	CD4	48h_vs_12h	48	12	-0.045890796219328164	0.832914057771173	0.9673923962328793	4	0.75
Maff	CD4	48h_vs_12h	48	12	-0.10819634761119179	0.8202336003122191	0.9673923962328793	4	0.5
Nfe2l2	CD4	48h_vs_12h	48	12	-0.0036176492041841883	0.8432678302768702	0.9673923962328793	4	0.5
Nr3c1	CD4	48h_vs_12h	48	12	-0.04721239096997264	0.8460692574313962	0.9673923962328793	4	0.5
Nr5a1	CD4	48h_vs_12h	48	12	0.01749603598189568	0.8428306857305987	0.9673923962328793	4	0.5
Smad1	CD4	48h_vs_12h	48	12	-0.07958576996693507	0.8282368568633729	0.9673923962328793	4	0.75
Tead2	CD4	48h_vs_12h	48	12	0.002926898536301853	0.8400503976136692	0.9673923962328793	4	0.5
Hoxb13	CD4	48h_vs_12h	48	12	0.05192396088165532	0.8512515865631584	0.9676586106475109	4	0.5
Zfp263	CD4	48h_vs_12h	48	12	-0.24079614489825626	0.8526892707685987	0.9676586106475109	4	0.5
Junb	CD4	48h_vs_12h	48	12	-0.18527963744511525	0.8597171653210971	0.9719936607921359	4	0.5
Bach2	CD4	48h_vs_12h	48	12	-0.16248383896592924	0.9034097800984077	0.9725624734610747	4	0.75
Bmal1	CD4	48h_vs_12h	48	12	-0.06132784402434207	0.867468455622269	0.9725624734610747	4	0.5
Elf1	CD4	48h_vs_12h	48	12	-0.10824390203079774	0.9048028531738705	0.9725624734610747	4	0.5
Elf5	CD4	48h_vs_12h	48	12	0.00936349426262898	0.9198523172341597	0.9725624734610747	4	0.5
Foxo4	CD4	48h_vs_12h	48	12	0.015147257997989112	0.9138179856075426	0.9725624734610747	4	0.75
Foxp1	CD4	48h_vs_12h	48	12	-0.20293315833297274	0.9269168684659734	0.9725624734610747	4	0.5
Klf13	CD4	48h_vs_12h	48	12	0.006927923360437011	0.9244354962960238	0.9725624734610747	4	0.5
Lef1	CD4	48h_vs_12h	48	12	0.020489146049958024	0.8811726136320269	0.9725624734610747	4	0.5
Mafb	CD4	48h_vs_12h	48	12	-0.07244645328214781	0.8825225642587946	0.9725624734610747	4	0.5
Mafg	CD4	48h_vs_12h	48	12	-0.14350763499411254	0.9241624705512306	0.9725624734610747	4	0.5
Ncoa2	CD4	48h_vs_12h	48	12	-0.14767989682006158	0.8750298038419634	0.9725624734610747	4	0.5
Nr1i2	CD4	48h_vs_12h	48	12	0.014511623965708272	0.9048577386879689	0.9725624734610747	4	0.75
Pou4f2	CD4	48h_vs_12h	48	12	-0.001513962856163632	0.9308353706393124	0.9725624734610747	4	0.75
Pou5f1	CD4	48h_vs_12h	48	12	-0.08869012085389276	0.9302152985875403	0.9725624734610747	4	0.5
Rfx1	CD4	48h_vs_12h	48	12	0.08730372848764144	0.8830055430638927	0.9725624734610747	4	0.5
Smad5	CD4	48h_vs_12h	48	12	-0.10146146216402074	0.9277124905300662	0.9725624734610747	4	0.75
Spib	CD4	48h_vs_12h	48	12	-0.08591707133310389	0.9119351869441366	0.9725624734610747	4	0.5
Tbp	CD4	48h_vs_12h	48	12	0.05522758607010635	0.9020447089025654	0.9725624734610747	4	0.5
Tcf3	CD4	48h_vs_12h	48	12	-0.16519623408958023	0.8738427771919107	0.9725624734610747	4	0.75
Trp63	CD4	48h_vs_12h	48	12	-0.15587212057078853	0.9167201256060473	0.9725624734610747	4	0.5
Zeb2	CD4	48h_vs_12h	48	12	0.010977051614884364	0.8943255858981545	0.9725624734610747	4	0.5
Zfp639	CD4	48h_vs_12h	48	12	-0.007750752312610765	0.8922865187837019	0.9725624734610747	4	0.5
Ets2	CD4	48h_vs_12h	48	12	0.04524548361107679	0.948341833937878	0.9762793010435262	4	0.75
Foxa2	CD4	48h_vs_12h	48	12	0.04611340919407591	0.9505029498608589	0.9762793010435262	4	0.5
Hic1	CD4	48h_vs_12h	48	12	0.11931520884926561	0.9463266135448719	0.9762793010435262	4	0.75
Pax5	CD4	48h_vs_12h	48	12	-0.112035765672524	0.9410359617549109	0.9762793010435262	4	0.75
Tcf7l2	CD4	48h_vs_12h	48	12	-0.012127937768237866	0.9381369426391605	0.9762793010435262	4	0.5
Srf	CD4	48h_vs_12h	48	12	-0.04061278683687558	0.954831183787583	0.9774116509717488	4	0.5
Zfp592	CD4	48h_vs_12h	48	12	-0.0015135646990896534	0.9587471028108783	0.978115731150492	4	0.5
Tfap2a	CD4	48h_vs_12h	48	12	0.041294008709993474	0.9624090336853129	0.9782959763223792	4	0.75
Zfp740	CD4	48h_vs_12h	48	12	-0.049179783558259284	0.965381177955087	0.9782959763223792	4	0.75
Nr2f6	CD4	48h_vs_12h	48	12	-0.05196443658366685	0.9857825367840071	0.9921743877989208	4	0.5
Prdm14	CD4	48h_vs_12h	48	12	-0.17239634766884826	0.9872150457475495	0.9921743877989208	4	0.5
Sox9	CD4	48h_vs_12h	48	12	0.038271943984246805	0.9921743877989208	0.9921743877989208	4	0.5
Sp1	CD4	48h_vs_12h	48	12	-0.03142523445096333	0.9918699490901044	0.9921743877989208	4	0.5
Foxl2	CD8	48h_vs_12h	48	12	-0.25456247454495157	1.5800897656065658e-05	0.002393835994893947	4	0.75
Zbtb11	CD8	48h_vs_12h	48	12	-0.20351988084959663	9.049186384453389e-06	0.002393835994893947	4	1.0
Stat6	CD8	48h_vs_12h	48	12	-0.32451405770681724	3.427185592890842e-05	0.0034614574488197507	4	1.0
Nfkb2	CD8	48h_vs_12h	48	12	-0.5906905524243	6.528617661698521e-05	0.004945427878736629	4	0.75
E2f4	CD8	48h_vs_12h	48	12	1.4135144645543425	8.717451980673931e-05	0.005282775900288403	4	1.0
Stat5b	CD8	48h_vs_12h	48	12	-0.5257689380988256	0.0001064588244277196	0.00537617063359984	4	0.75
Atf2	CD8	48h_vs_12h	48	12	-0.46484942137089685	0.00012949360658860733	0.0056052232566211465	4	0.75
Crem	CD8	48h_vs_12h	48	12	-0.4313204756444882	0.00019786948029859813	0.007494306566309404	4	0.75
Cebpb	CD8	48h_vs_12h	48	12	-0.45029851923579023	0.0002619700617243974	0.00881965874472138	4	0.75
Pknox1	CD8	48h_vs_12h	48	12	0.1617888004789929	0.0003296842143286587	0.009687530351918015	4	1.0
Usf1	CD8	48h_vs_12h	48	12	0.36831211906541306	0.00035169252102672667	0.009687530351918015	4	1.0
E2f3	CD8	48h_vs_12h	48	12	0.5454669447284368	0.0006100766746806635	0.014219479417557005	4	0.75
Foxm1	CD8	48h_vs_12h	48	12	0.8811886320351334	0.000593850791088706	0.014219479417557005	4	1.0
Yy1	CD8	48h_vs_12h	48	12	0.18761124558189035	0.0009342117085673695	0.02021901054970807	4	0.75
Stat2	CD8	48h_vs_12h	48	12	-0.857478045508119	0.001074792053315829	0.02035387450966851	4	0.75
Stat4	CD8	48h_vs_12h	48	12	-0.38070832466297205	0.0010594787945640647	0.02035387450966851	4	0.75
Relb	CD8	48h_vs_12h	48	12	-0.3122097639092132	0.0012945631396263616	0.023073684194516917	4	0.75
Foxp2	CD8	48h_vs_12h	48	12	-0.13260187588971478	0.0014255137119411	0.023981827621762784	4	0.75
Mbd1	CD8	48h_vs_12h	48	12	-0.17450762043661966	0.0015038109729818246	0.023981827621762784	4	1.0
Nfyb	CD8	48h_vs_12h	48	12	0.3306893670657665	0.001679865705993519	0.025449965445801817	4	0.75
Cux1	CD8	48h_vs_12h	48	12	0.31850624570771213	0.0017645770625265254	0.02546032618788272	4	1.0
Otx2	CD8	48h_vs_12h	48	12	0.26035006513769643	0.001980898836345915	0.027282379427855098	4	0.75
Stat5a	CD8	48h_vs_12h	48	12	-0.3467920496224691	0.0021490634252799975	0.028311574689558226	4	0.5
Irf1	CD8	48h_vs_12h	48	12	-0.35552397673358715	0.0027512554958426445	0.034734600635013387	4	0.75
Arid2	CD8	48h_vs_12h	48	12	-0.17428279595885848	0.002894020338019725	0.03507552649679906	4	1.0
E2f2	CD8	48h_vs_12h	48	12	0.6219652633170581	0.003155578261280779	0.036774623583387546	4	0.75
Irf9	CD8	48h_vs_12h	48	12	-0.48862491961047677	0.003380300969818146	0.03793448866129253	4	0.75
E2f1	CD8	48h_vs_12h	48	12	0.8159868664184815	0.00441307787724196	0.0477558070287255	4	0.75
Tfdp1	CD8	48h_vs_12h	48	12	0.8198466993691725	0.004939183288152435	0.051605949527937504	4	1.0
Rest	CD8	48h_vs_12h	48	12	-0.2120402423379245	0.005329473995841767	0.05382768735800184	4	1.0
Ncoa3	CD8	48h_vs_12h	48	12	-0.2901650264028508	0.005780054670611096	0.05649537307081168	4	0.75
Mybl2	CD8	48h_vs_12h	48	12	0.35617639247142263	0.006818403744920294	0.06341630452090542	4	1.0
Neurod1	CD8	48h_vs_12h	48	12	0.119776582770394	0.006906726234950095	0.06341630452090542	4	0.75
Ybx1	CD8	48h_vs_12h	48	12	-0.2175442830055273	0.00761955127915641	0.06790364816424684	4	0.75
Irf2	CD8	48h_vs_12h	48	12	-0.29998135446314256	0.008263637712759059	0.07153949219902843	4	0.75
Epas1	CD8	48h_vs_12h	48	12	-0.2947965904423202	0.010265053357773052	0.08406246398392526	4	0.5
Nfatc1	CD8	48h_vs_12h	48	12	-0.4743275816819596	0.01011395778972561	0.08406246398392526	4	0.75
Atf4	CD8	48h_vs_12h	48	12	-0.4859881853243647	0.012720662344031306	0.09434636096060754	4	0.75
Atf6	CD8	48h_vs_12h	48	12	-0.20943163202215634	0.013054107840057137	0.09434636096060754	4	0.75
Klf4	CD8	48h_vs_12h	48	12	-0.23889233775937938	0.013389087529063115	0.09434636096060754	4	1.0
Rbpj	CD8	48h_vs_12h	48	12	-0.2141535163984567	0.012367758779511023	0.09434636096060754	4	0.75
Stat1	CD8	48h_vs_12h	48	12	-0.6260489434833308	0.013141340119413801	0.09434636096060754	4	0.5
Zfp143	CD8	48h_vs_12h	48	12	0.2953256923830062	0.013254865498035949	0.09434636096060754	4	0.75
Smad4	CD8	48h_vs_12h	48	12	-0.2870987765722909	0.01536171190486702	0.1057863342539706	4	0.5
Grhl2	CD8	48h_vs_12h	48	12	0.17710008204904953	0.016052255753973517	0.10801818817010234	4	0.75
Nfia	CD8	48h_vs_12h	48	12	0.07809906528080289	0.017337823071327984	0.10801818817010234	4	0.75
Rel	CD8	48h_vs_12h	48	12	-0.5235076850666455	0.017333349061929435	0.10801818817010234	4	0.75
Rela	CD8	48h_vs_12h	48	12	-0.5729964967936354	0.016796961042802854	0.10801818817010234	4	0.5
Tfap2a	CD8	48h_vs_12h	48	12	-0.16181778258691945	0.017468287855891135	0.10801818817010234	4	0.5
Gli1	CD8	48h_vs_12h	48	12	-0.11351683998047711	0.018756326163935796	0.11327889652393003	4	1.0
Pou4f2	CD8	48h_vs_12h	48	12	0.2255084671256743	0.01917718771410918	0.11327889652393003	4	1.0
Trp53	CD8	48h_vs_12h	48	12	-0.2616222620088083	0.01944060270377677	0.11327889652393003	4	0.75
Arid3a	CD8	48h_vs_12h	48	12	-0.07258024211932622	0.021841049270874525	0.1248648665863204	4	0.75
Zfp644	CD8	48h_vs_12h	48	12	-0.08593274822670711	0.02247301038619538	0.1260985582780963	4	0.75
Cebpd	CD8	48h_vs_12h	48	12	-0.20439688118900806	0.026241738683710113	0.14456812402116662	4	0.5
Nr3c1	CD8	48h_vs_12h	48	12	0.19562766162513445	0.028387942220666235	0.15339364414640233	4	0.75
Pbx2	CD8	48h_vs_12h	48	12	0.11755962868077814	0.028856230086946974	0.15339364414640233	4	0.75
Zc3h8	CD8	48h_vs_12h	48	12	-0.1116364487787392	0.030062923611007306	0.1570528595540554	4	0.75
Nr5a2	CD8	48h_vs_12h	48	12	0.15142835716874836	0.03074497114442417	0.15789366536882243	4	0.75
Prdm1	CD8	48h_vs_12h	48	12	0.1994750098743197	0.032777853877817634	0.16552816208297905	4	0.75
Zfp740	CD8	48h_vs_12h	48	12	-0.12674361664422107	0.03706830821317674	0.18412618669823858	4	0.75
Foxo1	CD8	48h_vs_12h	48	12	-0.24930119827182137	0.04025305402209555	0.1876411595183839	4	0.75
Irf3	CD8	48h_vs_12h	48	12	0.13049700064404765	0.03907175373834842	0.1876411595183839	4	1.0
Nr2f2	CD8	48h_vs_12h	48	12	0.22409225132944188	0.03981066528921806	0.1876411595183839	4	0.75
Prox1	CD8	48h_vs_12h	48	12	-0.10459821290649449	0.038984212947416726	0.1876411595183839	4	0.5
Smad3	CD8	48h_vs_12h	48	12	-0.2159048890630298	0.04380573670904291	0.20110815489151518	4	0.75
Ahr	CD8	48h_vs_12h	48	12	-0.12549620529652097	0.047998533759298974	0.2040239559166658	4	0.5
Atf3	CD8	48h_vs_12h	48	12	-0.12693566899564732	0.05413949349836643	0.2040239559166658	4	0.75
E2f5	CD8	48h_vs_12h	48	12	0.12668128035482973	0.054541057522277	0.2040239559166658	4	1.0
Ebf1	CD8	48h_vs_12h	48	12	-0.1518263159505618	0.05332009430289284	0.2040239559166658	4	0.75
Foxa3	CD8	48h_vs_12h	48	12	-0.0632887466587364	0.05341894895320059	0.2040239559166658	4	0.75
Junb	CD8	48h_vs_12h	48	12	-0.2339369473701454	0.054027457251824756	0.2040239559166658	4	1.0
Kmt2b	CD8	48h_vs_12h	48	12	0.0975785779197925	0.05438146390873598	0.2040239559166658	4	0.75
Meis1	CD8	48h_vs_12h	48	12	-0.2205606737043256	0.05234684039879912	0.2040239559166658	4	0.75
Mycn	CD8	48h_vs_12h	48	12	0.18883273576431397	0.05370451767688639	0.2040239559166658	4	1.0
Mycs	CD8	48h_vs_12h	48	12	0.18883273576431397	0.05370451767688639	0.2040239559166658	4	1.0
Nr2c2	CD8	48h_vs_12h	48	12	0.12279287651219083	0.04868150680059395	0.2040239559166658	4	0.75
Nr2f1	CD8	48h_vs_12h	48	12	0.22009630980039735	0.045177820299940746	0.2040239559166658	4	0.5
Srebf2	CD8	48h_vs_12h	48	12	0.2557629178871028	0.049917445949272846	0.2040239559166658	4	0.5
Tbx21	CD8	48h_vs_12h	48	12	-0.23550205572678756	0.051999475399981995	0.2040239559166658	4	0.75
Zeb2	CD8	48h_vs_12h	48	12	0.18108999106494264	0.05015693107588197	0.2040239559166658	4	1.0
Creb1	CD8	48h_vs_12h	48	12	-0.30182150173429817	0.05604116222208006	0.20707892869866168	4	0.5
Hinfp	CD8	48h_vs_12h	48	12	0.15095161686844605	0.05691161595789802	0.2077616823523265	4	0.75
Mef2a	CD8	48h_vs_12h	48	12	-0.23286044708866105	0.057890374595249094	0.20881885121857707	4	0.75
Klf6	CD8	48h_vs_12h	48	12	-0.1321792400360669	0.06678310452550197	0.2380621255438482	4	0.75
Gata1	CD8	48h_vs_12h	48	12	0.1073668730494136	0.0688464749785326	0.24256374323831836	4	0.75
Nr1h3	CD8	48h_vs_12h	48	12	-0.047941136560437414	0.07020429826608815	0.24450462499568634	4	0.75
Thap11	CD8	48h_vs_12h	48	12	0.20104633937555952	0.07142533094416649	0.24593040086457324	4	1.0
E2f6	CD8	48h_vs_12h	48	12	-0.19060325862886238	0.07477893192334788	0.25189125760726766	4	0.5
Gli2	CD8	48h_vs_12h	48	12	0.09632123947362872	0.07599994632968005	0.25189125760726766	4	1.0
Nfkb1	CD8	48h_vs_12h	48	12	-0.5142208361752326	0.07662941882979112	0.25189125760726766	4	0.5
Nfya	CD8	48h_vs_12h	48	12	0.07103936373983302	0.07731315827549799	0.25189125760726766	4	0.5
Rfx2	CD8	48h_vs_12h	48	12	0.11040024120921069	0.07588361887227713	0.25189125760726766	4	0.5
Vdr	CD8	48h_vs_12h	48	12	-0.10080892978758973	0.08132173881777124	0.26213283895515627	4	0.75
Bhlhe40	CD8	48h_vs_12h	48	12	-0.15501744146436303	0.08253783232596425	0.26325224415544385	4	0.5
Lhx4	CD8	48h_vs_12h	48	12	-0.06310516348044344	0.09124321665769648	0.2852908833055683	4	1.0
Ppara	CD8	48h_vs_12h	48	12	-0.1133193757085311	0.09133074482059446	0.2852908833055683	4	0.75
Rara	CD8	48h_vs_12h	48	12	-0.28018508426534355	0.10213217133406313	0.31577599912470544	4	0.5
Bach1	CD8	48h_vs_12h	48	12	-0.14311415077107048	0.1161864866396548	0.3196597106046571	4	0.75
Bach2	CD8	48h_vs_12h	48	12	-0.22402042354934007	0.11285009320811194	0.3196597106046571	4	0.75
Cebpe	CD8	48h_vs_12h	48	12	0.10791170794988944	0.10785926600254837	0.3196597106046571	4	0.5
Esr2	CD8	48h_vs_12h	48	12	0.1097953830463652	0.11779565942475755	0.3196597106046571	4	0.75
Gata4	CD8	48h_vs_12h	48	12	0.08501641877672833	0.11681979643577002	0.3196597106046571	4	0.75
Hif1a	CD8	48h_vs_12h	48	12	-0.18480487823165115	0.12132299247371474	0.3196597106046571	4	0.5
Hmbox1	CD8	48h_vs_12h	48	12	-0.1032179045721245	0.11456541245204697	0.3196597106046571	4	0.5
Hoxb13	CD8	48h_vs_12h	48	12	0.17105156215002448	0.10499866178835315	0.3196597106046571	4	0.5
Irf4	CD8	48h_vs_12h	48	12	-0.177071424191045	0.1172657464247857	0.3196597106046571	4	0.75
Myc	CD8	48h_vs_12h	48	12	0.2720294367274239	0.12021358311910967	0.3196597106046571	4	0.5
Nanog	CD8	48h_vs_12h	48	12	0.146868115356186	0.11178923871567359	0.3196597106046571	4	0.75
Nr1h2	CD8	48h_vs_12h	48	12	-0.032171544061637906	0.120233465158157	0.3196597106046571	4	0.5
Rarb	CD8	48h_vs_12h	48	12	-0.1400399609376254	0.12128048350794277	0.3196597106046571	4	0.75
Snai1	CD8	48h_vs_12h	48	12	-0.2903484795977127	0.11887858973045348	0.3196597106046571	4	0.75
Srebf1	CD8	48h_vs_12h	48	12	0.2997015178669646	0.11906277969532303	0.3196597106046571	4	0.75
Stat3	CD8	48h_vs_12h	48	12	-0.38702384847525156	0.11808635708581498	0.3196597106046571	4	0.5
Usf2	CD8	48h_vs_12h	48	12	0.1725421187039036	0.1110531575621627	0.3196597106046571	4	0.75
E2f7	CD8	48h_vs_12h	48	12	0.09518220131691164	0.12416292587190352	0.3243221253378169	4	0.75
Fosl2	CD8	48h_vs_12h	48	12	-0.2420938252821633	0.12717944138773507	0.324989856712728	4	0.5
Meis2	CD8	48h_vs_12h	48	12	0.20135793443651534	0.12575471705264749	0.324989856712728	4	0.75
Satb1	CD8	48h_vs_12h	48	12	-0.06657556714414972	0.1276362803591242	0.324989856712728	4	0.5
Hes1	CD8	48h_vs_12h	48	12	0.042072420711067496	0.13061531231088153	0.3270780134727033	4	0.5
Mxi1	CD8	48h_vs_12h	48	12	-0.13758661623228438	0.13035378439828277	0.3270780134727033	4	0.75
Egr1	CD8	48h_vs_12h	48	12	-0.2507950687904712	0.13241333777471567	0.328862633981466	4	0.75
Zhx2	CD8	48h_vs_12h	48	12	-0.017042651505434034	0.13405694270699658	0.33023783447333305	4	0.75
Snapc4	CD8	48h_vs_12h	48	12	0.13850125741729688	0.13783109833280519	0.336796958022903	4	0.5
Gabpa	CD8	48h_vs_12h	48	12	0.05672898006832857	0.14686998695813117	0.35318734958979164	4	0.75
Thap1	CD8	48h_vs_12h	48	12	-0.09012917629798581	0.14680389431038668	0.35318734958979164	4	0.75
Etv1	CD8	48h_vs_12h	48	12	0.10622514507585033	0.15191656183279212	0.3600965202066216	4	1.0
Jund	CD8	48h_vs_12h	48	12	-0.2597101020976849	0.15211998213349032	0.3600965202066216	4	0.5
Foxk1	CD8	48h_vs_12h	48	12	-0.09179111420258666	0.15994137660928798	0.372786439327802	4	0.75
Sp1	CD8	48h_vs_12h	48	12	-0.131586235118052	0.15928501437763232	0.372786439327802	4	0.5
Hnf1a	CD8	48h_vs_12h	48	12	-0.06821671445861337	0.1617952274151534	0.3742286557770342	4	1.0
Ehf	CD8	48h_vs_12h	48	12	-0.059068661884112625	0.1638901116106659	0.37620230165175583	4	0.75
Jun	CD8	48h_vs_12h	48	12	-0.4772681732781618	0.17321110434107834	0.3925697037535811	4	0.5
Onecut1	CD8	48h_vs_12h	48	12	0.11324510463820894	0.17490729375159553	0.3925697037535811	4	0.5
Trp73	CD8	48h_vs_12h	48	12	-0.08872002122920634	0.17374294735372287	0.3925697037535811	4	0.5
Tgif2	CD8	48h_vs_12h	48	12	-0.0546083479929737	0.17670663309957713	0.39369198403802846	4	0.75
Kmt2a	CD8	48h_vs_12h	48	12	-0.10110350423258307	0.1806840317248637	0.3996150482673993	4	0.75
Zkscan1	CD8	48h_vs_12h	48	12	-0.055862422869722046	0.1820347540889098	0.39968500354304104	4	0.5
Hoxa9	CD8	48h_vs_12h	48	12	0.07638069905713402	0.18405736597881373	0.39980737000348293	4	0.75
Nfatc2	CD8	48h_vs_12h	48	12	-0.29285776674166386	0.18604897416003663	0.39980737000348293	4	0.5
Rarg	CD8	48h_vs_12h	48	12	-0.1107425476701598	0.18549034114788876	0.39980737000348293	4	0.75
Etv4	CD8	48h_vs_12h	48	12	-0.09317188028208225	0.1920111392209357	0.4089661416260832	4	0.75
Nrf1	CD8	48h_vs_12h	48	12	0.041638393992271906	0.19568923007664207	0.4089661416260832	4	0.5
Snai2	CD8	48h_vs_12h	48	12	-0.11571485902441832	0.19537194413923697	0.4089661416260832	4	0.5
Xbp1	CD8	48h_vs_12h	48	12	-0.07094350586222276	0.19570986975505633	0.4089661416260832	4	0.5
Arnt	CD8	48h_vs_12h	48	12	-0.07395227995199782	0.20048313838302012	0.41087137746153457	4	0.5
Clock	CD8	48h_vs_12h	48	12	-0.12588528605609367	0.201567623444305	0.41087137746153457	4	0.5
Ctcfl	CD8	48h_vs_12h	48	12	0.10858704485541357	0.20204566086392295	0.41087137746153457	4	0.75
Deaf1	CD8	48h_vs_12h	48	12	0.07728282794635224	0.19835744658205878	0.41087137746153457	4	1.0
Tbp	CD8	48h_vs_12h	48	12	-0.13379020514437764	0.2041856362245068	0.41245498517350376	4	0.5
Zhx1	CD8	48h_vs_12h	48	12	-0.06554363975056089	0.20767064958289083	0.4167166014809002	4	0.75
Nr5a1	CD8	48h_vs_12h	48	12	-0.07174249419956671	0.20966316469493906	0.41794696646425356	4	0.75
Hoxb7	CD8	48h_vs_12h	48	12	0.24987428700634012	0.21160895013949743	0.4190687051782204	4	1.0
Max	CD8	48h_vs_12h	48	12	-0.07677437375277921	0.21477478876022016	0.4225763700931604	4	0.75
Hnf1b	CD8	48h_vs_12h	48	12	0.07308945994438887	0.22893535825691957	0.4475317003344944	4	0.5
Nr2f6	CD8	48h_vs_12h	48	12	0.0864631977225268	0.24497955346220424	0.47186957197940527	4	0.5
Sox10	CD8	48h_vs_12h	48	12	0.08185228901586761	0.24507342254745001	0.47186957197940527	4	0.75
Sp4	CD8	48h_vs_12h	48	12	-0.09101114170370515	0.24761472589018296	0.47186957197940527	4	0.75
Srf	CD8	48h_vs_12h	48	12	-0.09919080383454469	0.24712753473338211	0.47186957197940527	4	0.75
Cdx2	CD8	48h_vs_12h	48	12	-0.03899786971166009	0.2607483984129747	0.4937922794945709	4	0.75
Kdm5b	CD8	48h_vs_12h	48	12	-0.04249670400165735	0.2682249453606772	0.4986021990446945	4	0.5
Sox9	CD8	48h_vs_12h	48	12	-0.04350278843657058	0.26746420167966223	0.4986021990446945	4	0.75
Tcf3	CD8	48h_vs_12h	48	12	-0.12991704891572284	0.2680124064922341	0.4986021990446945	4	0.75
Zfx	CD8	48h_vs_12h	48	12	0.07218692685138296	0.27384509608320107	0.5028791764436965	4	0.5
Zfy2	CD8	48h_vs_12h	48	12	0.07218692685138296	0.27384509608320107	0.5028791764436965	4	0.5
Batf	CD8	48h_vs_12h	48	12	-0.1341195287721919	0.2893144638819789	0.521226697503469	4	0.75
Ets1	CD8	48h_vs_12h	48	12	0.21256346421517877	0.2909712581263936	0.521226697503469	4	0.75
Maf	CD8	48h_vs_12h	48	12	-0.0951340231462099	0.2892286549802462	0.521226697503469	4	0.75
Pparg	CD8	48h_vs_12h	48	12	0.11369655637818112	0.29243742104155024	0.521226697503469	4	0.75
Six2	CD8	48h_vs_12h	48	12	-0.06875306647381293	0.2872555395672026	0.521226697503469	4	0.75
Irf8	CD8	48h_vs_12h	48	12	-0.14375017726825187	0.29662796983329354	0.5244411214998091	4	0.5
Spib	CD8	48h_vs_12h	48	12	0.05917723101315756	0.2977025508183735	0.5244411214998091	4	0.75
Trp63	CD8	48h_vs_12h	48	12	-0.15086267763810393	0.2994350127514598	0.5244439818710538	4	0.5
Foxp1	CD8	48h_vs_12h	48	12	-0.19241998599493546	0.31164811638364653	0.5395964529385423	4	0.75
Nr1i2	CD8	48h_vs_12h	48	12	-0.039163864942522185	0.3111187507774281	0.5395964529385423	4	0.75
Tead4	CD8	48h_vs_12h	48	12	0.10954903452035297	0.313581123375438	0.5398584112656688	4	0.5
Klf1	CD8	48h_vs_12h	48	12	0.09503776985534254	0.3193285795968329	0.5443213951804637	4	0.75
Tcf4	CD8	48h_vs_12h	48	12	0.14004635492535214	0.3197663641654209	0.5443213951804637	4	0.5
Myb	CD8	48h_vs_12h	48	12	-0.09715719903058508	0.32481802525423487	0.5498316293409674	4	0.75
